order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
2906,2024-03-14T18:38:15Z,2024-03-14,53951,4068,Franchise,Cash,COUPON015,1.49,USD
2907,2023-03-13T04:06:48Z,2023-03-13,61249,3356,Online,Credit Card,COUPON038,35.80,USD
2908,2024-04-27T05:10:02Z,2024-04-27,56897,3935,Franchise,PayPal,COUPON040,16.94,USD
2909,2024-05-23T21:22:37Z,2024-05-23,39030,3900,Franchise,PayPal,COUPON037,0.78,AUD
2910,2023-08-12T10:01:23Z,2023-08-12,29001,4936,Retail,Gift Card,COUPON025,33.03,EUR
2911,2023-06-06T02:27:32Z,2023-06-06,14344,4910,Franchise,PayPal,COUPON036,39.43,USD
2912,2023-04-23T02:46:05Z,2023-04-23,42914,2565,Online,Afterpay,COUPON026,9.23,AUD
2913,2023-06-17T12:23:41Z,2023-06-17,65647,4456,Online,Credit Card,COUPON022,28.36,AUD
2914,2024-06-09T05:09:34Z,2024-06-09,24872,1914,Online,Afterpay,COUPON050,0.41,USD
2915,2023-07-28T13:52:37Z,2023-07-28,9978,17,Retail,Afterpay,COUPON044,6.41,AUD
2916,2024-01-11T23:43:47Z,2024-01-11,5988,881,Online,Credit Card,COUPON022,0.78,USD
2917,2024-01-10T08:52:10Z,2024-01-10,77517,3460,Online,Credit Card,COUPON025,12.00,USD
2918,2023-07-08T21:46:01Z,2023-07-08,16322,498,Franchise,PayPal,COUPON024,35.00,USD
2919,2023-01-03T19:07:36Z,2023-01-03,61044,4147,Retail,PayPal,COUPON026,15.75,AUD
2920,2023-04-22T04:02:28Z,2023-04-22,45686,2023,Online,Cash,COUPON019,33.00,USD
2921,2023-04-03T12:07:20Z,2023-04-03,57162,320,Online,PayPal,COUPON021,44.68,EUR
2922,2023-02-04T12:18:44Z,2023-02-04,14266,3409,Online,Gift Card,COUPON038,48.74,AUD
2923,2024-04-22T03:33:42Z,2024-04-22,72853,3789,Retail,Afterpay,COUPON012,3.14,EUR
2924,2024-02-08T00:29:43Z,2024-02-08,28765,841,Retail,Credit Card,COUPON040,45.58,EUR
2925,2023-09-24T16:08:05Z,2023-09-24,18148,2199,Franchise,PayPal,COUPON026,41.83,AUD
2926,2023-11-17T14:22:13Z,2023-11-17,49215,231,Online,Cash,COUPON019,2.71,AUD
2927,2023-05-28T17:39:27Z,2023-05-28,72110,2517,Online,Cash,COUPON028,24.43,AUD
2928,2023-06-04T04:59:41Z,2023-06-04,806,2756,Online,Cash,COUPON015,1.27,EUR
2929,2024-04-13T08:26:49Z,2024-04-13,48926,2828,Franchise,Credit Card,COUPON005,13.29,USD
2930,2024-06-29T05:51:22Z,2024-06-29,79673,943,Retail,PayPal,COUPON040,4.69,AUD
2931,2023-02-17T05:40:00Z,2023-02-17,12342,2416,Retail,Gift Card,COUPON031,20.77,USD
2932,2024-03-28T08:48:41Z,2024-03-28,68128,4347,Retail,Cash,COUPON049,2.24,AUD
2933,2023-06-27T14:49:10Z,2023-06-27,821,813,Franchise,PayPal,COUPON037,14.64,AUD
2934,2023-11-23T18:06:12Z,2023-11-23,66321,4369,Franchise,Afterpay,COUPON002,21.28,AUD
2935,2024-05-02T21:47:35Z,2024-05-02,75380,4274,Franchise,Afterpay,COUPON015,46.84,AUD
2936,2023-06-27T08:56:27Z,2023-06-27,14688,1042,Franchise,Credit Card,COUPON045,29.70,USD
2937,2023-11-18T01:12:50Z,2023-11-18,33334,1939,Online,Credit Card,COUPON021,38.59,USD
2938,2023-02-07T01:35:07Z,2023-02-07,77491,2809,Online,Afterpay,COUPON027,3.14,USD
2939,2024-03-24T15:19:13Z,2024-03-24,54834,2733,Retail,Credit Card,COUPON013,32.32,EUR
2940,2023-12-30T04:52:39Z,2023-12-30,55676,4674,Online,Gift Card,COUPON004,13.90,AUD
2941,2023-06-29T20:08:02Z,2023-06-29,62156,2869,Retail,Cash,COUPON029,2.20,USD
2942,2024-04-20T08:38:38Z,2024-04-20,26644,4816,Online,Afterpay,COUPON046,25.90,EUR
2943,2023-04-30T04:51:37Z,2023-04-30,76398,1186,Franchise,Afterpay,COUPON038,28.48,AUD
2944,2024-08-24T18:50:39Z,2024-08-24,36025,3232,Retail,PayPal,COUPON034,49.21,USD
2945,2024-05-08T22:01:12Z,2024-05-08,36495,4590,Online,Credit Card,COUPON018,24.85,EUR
2946,2024-04-05T06:41:46Z,2024-04-05,56801,1086,Online,Afterpay,COUPON011,15.82,USD
2947,2023-03-10T06:40:31Z,2023-03-10,4279,2324,Franchise,PayPal,COUPON036,18.93,EUR
2948,2023-10-23T21:26:16Z,2023-10-23,67790,3809,Franchise,Credit Card,COUPON019,40.92,AUD
2949,2024-07-20T03:40:29Z,2024-07-20,46430,4692,Online,Cash,COUPON003,30.27,USD
2950,2023-05-27T13:38:27Z,2023-05-27,76098,1206,Franchise,Credit Card,COUPON037,24.87,EUR
2951,2023-08-27T12:31:09Z,2023-08-27,6627,4309,Franchise,Gift Card,COUPON005,20.50,USD
2952,2023-02-25T08:36:53Z,2023-02-25,67317,4673,Retail,PayPal,COUPON036,3.04,EUR
2953,2023-01-09T20:48:48Z,2023-01-09,45299,4044,Online,Afterpay,COUPON032,40.94,AUD
2954,2024-03-20T10:17:17Z,2024-03-20,64310,301,Retail,PayPal,COUPON010,30.70,AUD
2955,2024-03-07T23:19:18Z,2024-03-07,15118,3840,Franchise,Cash,COUPON004,38.56,EUR
2956,2023-01-25T23:16:26Z,2023-01-25,75522,3355,Online,PayPal,COUPON040,14.21,AUD
2957,2024-03-06T13:45:59Z,2024-03-06,42963,621,Online,Afterpay,COUPON049,39.68,AUD
2958,2023-12-22T19:54:58Z,2023-12-22,17171,2350,Retail,Cash,COUPON013,12.09,USD
2959,2023-12-02T03:58:12Z,2023-12-02,56184,2418,Online,Cash,COUPON035,46.43,USD
2960,2023-09-08T21:29:26Z,2023-09-08,40530,4982,Retail,Afterpay,COUPON024,35.99,AUD
2961,2023-02-25T00:31:41Z,2023-02-25,49814,2412,Retail,PayPal,COUPON027,34.63,USD
2962,2023-08-24T14:40:08Z,2023-08-24,27428,1971,Online,Credit Card,COUPON023,45.70,USD
2963,2024-04-11T04:11:00Z,2024-04-11,24765,2231,Online,Gift Card,COUPON003,45.50,USD
2964,2023-03-22T23:04:44Z,2023-03-22,74119,2388,Franchise,Gift Card,COUPON012,6.35,USD
2965,2023-12-02T06:27:24Z,2023-12-02,38321,3773,Online,Gift Card,COUPON041,47.62,AUD
2966,2024-08-12T18:06:31Z,2024-08-12,44952,1989,Online,Afterpay,COUPON020,28.18,AUD
2967,2023-01-26T04:01:37Z,2023-01-26,41024,988,Online,Cash,COUPON027,37.81,USD
2968,2023-12-28T04:04:19Z,2023-12-28,12912,84,Online,Gift Card,COUPON010,8.81,EUR
2969,2023-03-27T14:26:14Z,2023-03-27,3884,2136,Franchise,Afterpay,COUPON026,13.93,EUR
2970,2023-10-10T22:18:19Z,2023-10-10,14878,99,Online,Cash,COUPON040,31.61,USD
2971,2024-10-01T12:46:08Z,2024-10-01,60987,1929,Franchise,Afterpay,COUPON022,16.92,AUD
2972,2024-08-10T11:30:30Z,2024-08-10,15970,828,Retail,Afterpay,COUPON029,27.17,USD
2973,2023-02-15T22:50:39Z,2023-02-15,5290,2208,Online,Afterpay,COUPON020,3.44,EUR
2974,2023-06-11T18:56:35Z,2023-06-11,48569,439,Retail,Credit Card,COUPON021,39.55,USD
2975,2024-08-26T17:05:27Z,2024-08-26,39151,2265,Retail,Credit Card,COUPON008,13.51,AUD
2976,2023-04-30T21:23:07Z,2023-04-30,21097,2782,Franchise,Credit Card,COUPON028,38.16,AUD
2977,2024-07-04T00:11:18Z,2024-07-04,69384,516,Retail,Afterpay,COUPON003,12.90,USD
2978,2024-05-06T15:23:27Z,2024-05-06,52602,3149,Retail,PayPal,COUPON017,42.02,AUD
2979,2023-08-12T02:07:10Z,2023-08-12,77936,3937,Retail,Gift Card,COUPON039,46.98,AUD
2980,2024-07-22T21:27:56Z,2024-07-22,71070,3566,Franchise,Gift Card,COUPON036,16.52,AUD
2981,2023-06-14T16:40:56Z,2023-06-14,8375,2783,Franchise,Gift Card,COUPON021,27.84,USD
2982,2023-11-20T14:37:30Z,2023-11-20,25354,274,Franchise,Gift Card,COUPON046,42.63,EUR
2983,2024-04-01T23:29:18Z,2024-04-01,58847,4923,Online,Credit Card,COUPON006,23.79,EUR
2984,2023-06-02T08:02:52Z,2023-06-02,3550,747,Retail,PayPal,COUPON016,25.00,EUR
2985,2023-10-27T22:41:24Z,2023-10-27,61283,4933,Franchise,Cash,COUPON021,15.06,USD
2986,2023-01-01T15:13:16Z,2023-01-01,23104,3283,Franchise,Gift Card,COUPON041,16.40,USD
2987,2024-04-17T16:03:18Z,2024-04-17,73892,400,Retail,Cash,COUPON041,32.42,EUR
2988,2023-01-09T19:09:30Z,2023-01-09,29816,3300,Franchise,PayPal,COUPON046,20.32,USD
3257,2023-09-04T05:37:35Z,2023-09-04,39689,3071,Franchise,Gift Card,COUPON003,1.09,AUD
2990,2024-07-20T14:29:35Z,2024-07-20,26873,2499,Franchise,Gift Card,COUPON038,25.50,USD
2991,2024-05-21T07:10:38Z,2024-05-21,8989,1453,Retail,Credit Card,COUPON001,12.29,EUR
2992,2024-05-22T01:15:02Z,2024-05-22,74342,2285,Online,Credit Card,COUPON046,15.08,USD
2993,2024-09-27T20:43:33Z,2024-09-27,24851,1852,Franchise,Cash,COUPON024,48.12,EUR
2994,2023-11-01T23:58:17Z,2023-11-01,33817,1064,Franchise,Credit Card,COUPON035,0.99,EUR
2995,2023-10-14T13:59:33Z,2023-10-14,60467,2939,Franchise,Afterpay,COUPON044,7.36,AUD
2996,2023-04-09T19:32:31Z,2023-04-09,53339,3566,Online,Credit Card,COUPON018,36.79,AUD
2997,2023-05-12T03:33:50Z,2023-05-12,55438,3093,Retail,Credit Card,COUPON026,30.34,AUD
2998,2024-09-29T11:08:39Z,2024-09-29,53685,256,Retail,PayPal,COUPON006,3.07,USD
2999,2023-07-15T05:33:07Z,2023-07-15,28020,458,Online,Afterpay,COUPON029,17.84,USD
3000,2024-09-22T14:37:17Z,2024-09-22,49745,2254,Online,Gift Card,COUPON019,10.57,EUR
3001,2024-03-21T07:04:59Z,2024-03-21,40280,2878,Online,Cash,COUPON011,46.21,USD
3002,2023-10-06T16:38:36Z,2023-10-06,40945,3980,Franchise,PayPal,COUPON050,32.28,USD
3003,2024-01-24T22:43:10Z,2024-01-24,59068,734,Retail,Afterpay,COUPON040,5.48,AUD
3004,2023-04-08T16:21:43Z,2023-04-08,19974,1710,Online,Cash,COUPON048,3.41,USD
3005,2024-05-07T09:03:30Z,2024-05-07,23535,3461,Franchise,Gift Card,COUPON047,20.89,EUR
3006,2023-01-10T06:35:39Z,2023-01-10,53024,4471,Retail,Credit Card,COUPON006,46.99,AUD
3007,2024-02-29T03:43:16Z,2024-02-29,71494,858,Retail,Cash,COUPON048,33.03,AUD
3008,2023-01-26T06:04:58Z,2023-01-26,56756,2941,Franchise,Cash,COUPON027,36.34,AUD
3009,2023-12-09T03:19:56Z,2023-12-09,32051,4949,Retail,Credit Card,COUPON021,6.49,EUR
3010,2024-08-21T16:33:33Z,2024-08-21,52310,3504,Franchise,Afterpay,COUPON008,33.23,USD
3011,2023-10-03T19:49:55Z,2023-10-03,47267,4211,Online,Gift Card,COUPON038,40.19,EUR
3012,2024-03-07T17:57:47Z,2024-03-07,67114,2573,Franchise,Afterpay,COUPON044,20.07,USD
3013,2024-05-26T15:36:18Z,2024-05-26,68955,2111,Franchise,Afterpay,COUPON010,27.01,USD
3014,2023-06-21T00:49:49Z,2023-06-21,43468,4558,Franchise,Afterpay,COUPON043,6.00,AUD
3015,2023-07-13T13:33:34Z,2023-07-13,20843,1104,Retail,Credit Card,COUPON035,5.96,EUR
3016,2024-09-15T04:14:55Z,2024-09-15,44187,4292,Online,Gift Card,COUPON017,9.20,EUR
3017,2024-02-13T05:29:09Z,2024-02-13,43369,3368,Online,Credit Card,COUPON040,23.47,AUD
3018,2023-09-27T14:54:09Z,2023-09-27,13290,1322,Franchise,Credit Card,COUPON044,48.41,EUR
3019,2023-07-16T08:01:09Z,2023-07-16,29240,1691,Online,Credit Card,COUPON030,6.76,USD
3020,2024-05-17T15:47:00Z,2024-05-17,50236,3569,Online,PayPal,COUPON018,17.73,EUR
3021,2024-09-22T10:48:21Z,2024-09-22,16480,1905,Retail,Afterpay,COUPON044,16.41,EUR
3022,2023-10-15T12:15:46Z,2023-10-15,8233,4388,Retail,Gift Card,COUPON017,30.53,EUR
3023,2023-01-09T22:28:35Z,2023-01-09,13641,2334,Retail,PayPal,COUPON015,4.83,EUR
3024,2024-05-10T00:57:22Z,2024-05-10,46611,2840,Retail,Afterpay,COUPON036,2.61,USD
3025,2024-01-29T10:35:29Z,2024-01-29,29670,1300,Online,Gift Card,COUPON004,6.22,AUD
3026,2023-05-24T21:06:21Z,2023-05-24,16105,2806,Franchise,PayPal,COUPON010,31.81,USD
3027,2023-02-20T11:32:41Z,2023-02-20,52019,742,Online,Gift Card,COUPON043,34.73,AUD
3028,2023-06-07T17:32:28Z,2023-06-07,66294,3518,Online,Gift Card,COUPON003,10.10,USD
3029,2024-09-06T17:02:22Z,2024-09-06,30537,122,Retail,Gift Card,COUPON020,15.01,AUD
3030,2023-11-15T09:05:25Z,2023-11-15,49975,2258,Online,Afterpay,COUPON040,39.94,AUD
3031,2024-08-24T01:35:23Z,2024-08-24,29768,4829,Retail,Cash,COUPON030,25.57,AUD
3032,2023-09-12T03:26:43Z,2023-09-12,84020,5905,Retail,Gift Card,COUPON046,24.97,USD
3033,2024-06-02T19:22:06Z,2024-06-02,63028,1473,Franchise,Gift Card,COUPON019,30.42,USD
3034,2024-07-08T09:17:33Z,2024-07-08,77471,4114,Retail,Afterpay,COUPON015,46.10,USD
3035,2023-10-25T03:01:12Z,2023-10-25,65032,1515,Retail,Gift Card,COUPON011,34.00,USD
3036,2024-03-06T15:26:39Z,2024-03-06,24669,417,Retail,Cash,COUPON032,11.99,AUD
3037,2024-05-17T10:14:51Z,2024-05-17,18312,2033,Online,Cash,COUPON050,4.11,AUD
3038,2024-01-06T11:56:12Z,2024-01-06,18587,2376,Retail,Gift Card,COUPON021,3.29,USD
3039,2024-02-10T19:07:08Z,2024-02-10,7075,308,Online,Gift Card,COUPON012,18.44,AUD
3040,2023-04-29T13:19:19Z,2023-04-29,55293,3020,Retail,Afterpay,COUPON043,17.24,USD
3041,2024-05-07T03:50:02Z,2024-05-07,61252,4813,Franchise,Cash,COUPON035,35.28,AUD
3042,2023-09-04T05:00:41Z,2023-09-04,9962,55,Franchise,Afterpay,COUPON027,45.53,AUD
3043,2023-02-23T05:29:28Z,2023-02-23,78116,3754,Online,PayPal,COUPON003,2.48,USD
3044,2023-02-06T00:22:14Z,2023-02-06,22137,2064,Franchise,Credit Card,COUPON018,1.91,EUR
3045,2024-08-04T12:27:31Z,2024-08-04,21948,1172,Franchise,PayPal,COUPON039,25.58,AUD
3046,2023-08-15T20:32:25Z,2023-08-15,14949,532,Retail,Credit Card,COUPON034,43.48,EUR
3047,2024-01-11T00:41:41Z,2024-01-11,46724,785,Retail,Cash,COUPON044,17.70,AUD
3048,2023-01-03T01:05:37Z,2023-01-03,31545,3695,Franchise,Afterpay,COUPON026,7.78,USD
3049,2024-04-11T06:14:40Z,2024-04-11,68843,3737,Online,Afterpay,COUPON034,41.12,USD
3050,2023-08-15T09:39:44Z,2023-08-15,53194,652,Retail,Gift Card,COUPON033,11.63,AUD
3051,2024-06-14T00:05:46Z,2024-06-14,20489,2036,Franchise,PayPal,COUPON037,15.70,AUD
3052,2024-02-21T04:34:50Z,2024-02-21,44397,3789,Retail,PayPal,COUPON029,28.04,USD
3053,2024-05-18T23:17:36Z,2024-05-18,45757,2317,Retail,Afterpay,COUPON007,26.70,AUD
3054,2023-01-15T23:56:08Z,2023-01-15,62946,2174,Retail,PayPal,COUPON023,31.62,AUD
3055,2023-06-09T20:37:35Z,2023-06-09,22069,1017,Franchise,Cash,COUPON002,14.99,USD
3056,2023-06-25T21:48:13Z,2023-06-25,59873,568,Franchise,Afterpay,COUPON010,4.09,USD
3057,2023-08-06T00:22:42Z,2023-08-06,74350,2882,Online,Credit Card,COUPON016,22.42,AUD
3058,2024-09-15T14:59:34Z,2024-09-15,72578,4769,Retail,Gift Card,COUPON037,2.25,AUD
3059,2024-05-20T15:10:46Z,2024-05-20,67814,3589,Franchise,Credit Card,COUPON024,25.04,USD
3060,2024-08-17T09:24:06Z,2024-08-17,55603,2394,Retail,Afterpay,COUPON018,49.75,USD
3061,2024-07-26T17:04:59Z,2024-07-26,44588,4732,Franchise,Gift Card,COUPON004,31.69,EUR
3062,2024-08-20T07:27:45Z,2024-08-20,5953,117,Franchise,PayPal,COUPON023,15.26,USD
3063,2024-08-04T03:21:53Z,2024-08-04,58278,2940,Online,Afterpay,COUPON006,7.33,USD
3064,2023-02-26T02:01:24Z,2023-02-26,28564,4665,Retail,Credit Card,COUPON029,30.26,USD
3065,2023-09-27T21:23:49Z,2023-09-27,54210,1516,Franchise,Cash,COUPON031,1.64,AUD
3066,2023-12-15T18:26:57Z,2023-12-15,46257,1055,Online,Credit Card,COUPON018,25.16,EUR
3067,2023-09-20T20:56:51Z,2023-09-20,12701,3860,Online,Credit Card,COUPON036,29.78,EUR
3068,2023-10-26T00:07:24Z,2023-10-26,42501,308,Online,Cash,COUPON043,0.11,USD
3069,2023-12-12T20:19:23Z,2023-12-12,88126,5547,Online,Gift Card,COUPON003,17.43,USD
3070,2023-05-17T02:18:59Z,2023-05-17,54541,2661,Online,Credit Card,COUPON042,35.60,AUD
3071,2024-01-03T02:00:46Z,2024-01-03,77648,3850,Retail,Cash,COUPON039,8.98,USD
3072,2023-06-08T03:28:42Z,2023-06-08,70879,239,Retail,Afterpay,COUPON011,28.19,EUR
3073,2023-03-02T03:41:31Z,2023-03-02,32874,1101,Online,Cash,COUPON031,17.20,USD
3074,2024-03-21T04:59:16Z,2024-03-21,34337,3082,Franchise,Cash,COUPON017,46.68,EUR
3075,2024-07-29T13:40:00Z,2024-07-29,62065,1175,Retail,Afterpay,COUPON037,37.58,AUD
3076,2023-02-19T21:12:00Z,2023-02-19,66037,2636,Online,Afterpay,COUPON004,36.67,USD
3077,2023-12-19T15:55:14Z,2023-12-19,34300,1309,Online,Gift Card,COUPON044,6.04,USD
3078,2023-02-04T01:56:15Z,2023-02-04,39134,1590,Retail,Gift Card,COUPON013,17.30,EUR
3079,2024-05-24T17:05:02Z,2024-05-24,56522,2017,Online,Afterpay,COUPON025,40.64,AUD
3080,2024-05-03T05:43:44Z,2024-05-03,59561,2137,Retail,Gift Card,COUPON036,47.71,AUD
3081,2023-05-20T05:36:59Z,2023-05-20,49870,1044,Online,Gift Card,COUPON046,24.24,USD
3082,2023-05-11T15:03:59Z,2023-05-11,18103,257,Retail,Gift Card,COUPON021,26.48,EUR
3083,2023-10-10T15:16:11Z,2023-10-10,12521,4321,Retail,Credit Card,COUPON032,19.95,AUD
3084,2023-01-14T21:40:01Z,2023-01-14,10281,1699,Retail,Cash,COUPON038,21.58,USD
3085,2023-05-29T21:07:28Z,2023-05-29,71333,4609,Retail,Credit Card,COUPON010,22.73,AUD
3086,2024-02-02T08:00:44Z,2024-02-02,36215,1203,Online,Credit Card,COUPON033,38.44,EUR
3087,2023-03-10T03:35:40Z,2023-03-10,44289,1566,Retail,Gift Card,COUPON032,32.95,USD
3088,2023-09-16T10:54:24Z,2023-09-16,65197,937,Retail,Gift Card,COUPON016,45.79,USD
3089,2023-02-16T17:04:08Z,2023-02-16,55128,1981,Online,PayPal,COUPON011,38.03,USD
3090,2024-01-25T13:03:53Z,2024-01-25,53113,652,Retail,Cash,COUPON008,49.84,AUD
3091,2023-09-20T02:39:59Z,2023-09-20,12588,1462,Franchise,Gift Card,COUPON027,15.14,EUR
3092,2024-05-20T09:40:17Z,2024-05-20,79637,841,Retail,PayPal,COUPON038,41.40,USD
3093,2023-03-24T12:12:45Z,2023-03-24,45243,697,Franchise,PayPal,COUPON001,7.90,USD
3094,2024-02-21T21:37:35Z,2024-02-21,51500,170,Franchise,Credit Card,COUPON008,24.47,USD
3095,2024-07-18T08:32:41Z,2024-07-18,14911,2570,Retail,Afterpay,COUPON006,41.21,USD
3096,2023-12-25T21:24:26Z,2023-12-25,78183,707,Online,Gift Card,COUPON013,42.04,AUD
3097,2024-05-01T02:05:52Z,2024-05-01,57880,3948,Franchise,Gift Card,COUPON042,39.67,AUD
3098,2023-05-26T20:01:56Z,2023-05-26,71383,2901,Retail,PayPal,COUPON031,5.75,EUR
3099,2024-08-07T12:11:52Z,2024-08-07,8306,1926,Retail,Credit Card,COUPON007,15.55,USD
3100,2024-02-10T13:30:45Z,2024-02-10,24535,4556,Franchise,Credit Card,COUPON025,20.06,EUR
3101,2023-05-23T19:38:41Z,2023-05-23,28136,2238,Retail,PayPal,COUPON031,0.37,AUD
3102,2023-01-01T07:52:59Z,2023-01-01,52329,4136,Franchise,Cash,COUPON004,16.84,AUD
3103,2024-08-18T07:40:41Z,2024-08-18,39166,1351,Retail,Cash,COUPON009,14.03,AUD
3104,2023-09-26T08:57:01Z,2023-09-26,47328,3242,Franchise,PayPal,COUPON003,9.60,EUR
3105,2024-03-15T01:26:52Z,2024-03-15,45608,1792,Franchise,Credit Card,COUPON044,45.66,USD
3106,2023-04-04T06:05:00Z,2023-04-04,43663,2614,Retail,Gift Card,COUPON049,46.48,EUR
3107,2024-01-22T05:47:38Z,2024-01-22,20300,1233,Online,Gift Card,COUPON004,39.09,EUR
3108,2024-05-20T03:16:31Z,2024-05-20,33491,3325,Online,PayPal,COUPON029,18.51,USD
3109,2023-11-18T22:06:37Z,2023-11-18,77655,314,Online,Credit Card,COUPON028,16.75,EUR
3110,2024-04-27T11:39:58Z,2024-04-27,64956,1141,Retail,Credit Card,COUPON023,34.78,AUD
3111,2023-11-13T00:24:32Z,2023-11-13,21249,4351,Franchise,Credit Card,COUPON038,12.48,USD
3112,2023-07-07T16:46:06Z,2023-07-07,31741,3368,Online,Gift Card,COUPON037,46.01,USD
3113,2023-09-06T21:10:04Z,2023-09-06,24203,2900,Online,PayPal,COUPON020,32.64,USD
3114,2023-05-05T12:14:07Z,2023-05-05,12772,174,Online,Cash,COUPON001,25.37,AUD
3115,2024-08-08T08:00:56Z,2024-08-08,10998,1574,Retail,Cash,COUPON016,3.36,USD
3116,2023-11-07T04:37:09Z,2023-11-07,76400,3237,Retail,Gift Card,COUPON029,25.15,USD
3117,2023-03-27T20:08:54Z,2023-03-27,25203,1489,Retail,Gift Card,COUPON018,9.59,AUD
3118,2023-04-05T16:29:56Z,2023-04-05,5805,471,Franchise,PayPal,COUPON008,30.77,USD
3119,2024-05-25T01:00:40Z,2024-05-25,30768,4127,Online,Afterpay,COUPON007,26.09,AUD
3120,2023-05-12T23:58:50Z,2023-05-12,63525,2048,Franchise,Afterpay,COUPON025,1.33,AUD
3121,2024-01-28T19:03:15Z,2024-01-28,50955,3679,Retail,Afterpay,,40.66,AUD
3122,2023-07-23T13:17:00Z,2023-07-23,35310,3534,Franchise,Afterpay,COUPON012,48.74,EUR
3123,2024-04-19T16:22:24Z,2024-04-19,80,1175,Retail,Cash,COUPON002,0.06,USD
3124,2023-09-16T05:31:56Z,2023-09-16,594,2792,Franchise,Cash,COUPON039,8.88,AUD
3125,2024-02-18T03:46:34Z,2024-02-18,72559,1975,Online,Afterpay,COUPON039,16.77,USD
3126,2023-08-12T03:37:31Z,2023-08-12,37173,3684,Retail,Cash,COUPON011,49.90,EUR
3127,2024-04-10T14:22:41Z,2024-04-10,12701,3472,Franchise,Credit Card,COUPON046,37.21,AUD
3128,2023-11-29T21:24:40Z,2023-11-29,74804,1378,Online,PayPal,COUPON028,41.49,EUR
3129,2023-11-01T20:48:01Z,2023-11-01,73748,3489,Franchise,Afterpay,COUPON039,47.51,USD
3130,2024-04-04T14:26:53Z,2024-04-04,46140,4276,Retail,Cash,COUPON002,19.60,EUR
3131,2023-05-09T20:58:02Z,2023-05-09,22071,3196,Online,Afterpay,COUPON027,20.53,AUD
3132,2024-07-25T18:29:25Z,2024-07-25,52280,4830,Franchise,Afterpay,COUPON030,16.66,EUR
3133,2024-07-13T10:04:02Z,2024-07-13,42727,4188,Online,Credit Card,COUPON006,19.78,AUD
3134,2024-03-12T13:03:23Z,2024-03-12,78372,2772,Franchise,Credit Card,COUPON045,12.71,EUR
3135,2023-04-21T08:31:00Z,2023-04-21,44179,1240,Franchise,Afterpay,COUPON001,41.03,USD
3136,2023-09-03T09:32:33Z,2023-09-03,33936,3123,Franchise,Credit Card,COUPON026,11.61,AUD
3137,2024-02-12T15:34:00Z,2024-02-12,34421,1014,Retail,Credit Card,COUPON016,39.40,USD
3138,2023-11-11T14:40:12Z,2023-11-11,73259,375,Franchise,Afterpay,COUPON030,44.00,USD
3139,2024-02-10T00:42:43Z,2024-02-10,22352,667,Online,Cash,COUPON025,22.47,AUD
3140,2024-08-19T19:53:42Z,2024-08-19,8030,2452,Online,PayPal,COUPON043,16.34,AUD
3141,2024-01-30T19:24:47Z,2024-01-30,48347,55,Franchise,Credit Card,COUPON028,30.01,AUD
3142,2023-06-03T12:56:53Z,2023-06-03,13985,3769,Online,Afterpay,COUPON028,28.43,AUD
3143,2023-02-04T05:26:28Z,2023-02-04,70921,247,Franchise,Gift Card,COUPON038,39.48,AUD
3144,2023-10-26T15:17:43Z,2023-10-26,18237,2831,Online,Gift Card,COUPON021,13.01,AUD
3145,2024-08-22T03:58:03Z,2024-08-22,33955,3404,Online,Gift Card,COUPON008,24.75,USD
3146,2023-11-12T11:09:11Z,2023-11-12,69500,4855,Online,Afterpay,COUPON005,43.73,USD
3147,2023-03-30T04:52:15Z,2023-03-30,59325,437,Franchise,Afterpay,COUPON046,27.37,USD
3148,2023-10-07T10:51:09Z,2023-10-07,37427,1751,Retail,Cash,COUPON012,14.01,EUR
3149,2023-08-09T10:11:56Z,2023-08-09,31204,1602,Online,Gift Card,COUPON033,42.42,EUR
3150,2023-06-18T00:29:05Z,2023-06-18,2986,5,Retail,Cash,COUPON035,44.77,EUR
3151,2024-02-26T16:15:58Z,2024-02-26,30667,3992,Online,Cash,COUPON037,2.63,USD
3152,2023-11-17T07:42:57Z,2023-11-17,36568,3228,Franchise,PayPal,COUPON046,10.93,EUR
3153,2023-09-06T19:21:04Z,2023-09-06,34381,608,Online,PayPal,COUPON048,15.59,EUR
3154,2023-09-26T23:34:52Z,2023-09-26,37137,2724,Online,Gift Card,COUPON017,15.98,EUR
3155,2023-11-25T02:24:22Z,2023-11-25,53980,466,Franchise,Gift Card,COUPON043,9.12,AUD
3156,2023-07-06T11:50:01Z,2023-07-06,34755,1123,Franchise,Cash,COUPON010,43.28,USD
3157,2023-09-12T10:58:39Z,2023-09-12,8167,4805,Retail,Gift Card,COUPON017,0.91,AUD
3158,2024-04-17T08:36:00Z,2024-04-17,57024,1264,Retail,Gift Card,COUPON021,17.61,AUD
3159,2023-10-26T16:55:31Z,2023-10-26,49858,337,Online,Credit Card,COUPON005,13.97,EUR
3160,2023-12-18T01:42:49Z,2023-12-18,76207,1940,Franchise,Afterpay,COUPON009,5.12,AUD
3161,2023-10-24T10:29:31Z,2023-10-24,389,551,Online,Gift Card,COUPON008,41.48,AUD
3162,2023-02-22T11:13:40Z,2023-02-22,37947,1042,Online,Cash,COUPON049,10.86,USD
3163,2023-04-20T17:32:49Z,2023-04-20,31414,3401,Online,Afterpay,COUPON040,7.95,EUR
3164,2023-04-28T06:23:06Z,2023-04-28,8102,3012,Franchise,Gift Card,COUPON039,16.24,USD
