order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
1263,7,158,6,128.9091,0.3003,0.1622
320,7,58,9,932.8349,0.4558,0.0202
3824,9,237,9,1533.0777,0.2272,0.1609
6474,10,174,1,1816.0487,0.1632,0.2145
8195,9,223,4,909.0944,0.3941,0.1493
5521,3,164,9,55.8140,0.4009,0.1254
93,6,205,7,1046.3767,0.4378,0.0842
2835,9,162,7,1133.4061,0.2234,0.1053
2389,5,2,9,464.0485,0.4931,0.0257
4692,1,95,7,75.7488,0.1824,0.0183
2279,4,167,5,1874.1774,0.4977,0.1639
4946,9,167,3,801.1587,0.3673,0.1915
6594,5,214,9,1331.4776,0.3034,0.0046
5154,9,18,7,1445.0215,0.3434,0.1381
4799,1,6,4,1916.9228,0.1459,0.2182
7611,2,220,9,1922.1033,0.1796,0.1672
2404,6,154,3,981.1392,0.1372,0.1552
1880,6,169,1,951.7006,0.1676,0.1806
3462,5,85,4,1621.8706,0.0717,0.0149
7337,10,110,6,332.0565,0.2905,0.1799
7069,9,108,10,348.1057,0.0378,0.1917
3151,10,107,9,142.4583,0.2708,0.0153
9884,4,40,10,430.4968,0.3625,0.1218
9680,4,92,7,1969.1872,0.0029,0.2377
899,2,152,2,1197.6676,0.4180,0.2107
5527,5,187,7,35.1228,0.3230,0.1672
3671,9,217,9,1905.9500,0.2427,0.2221
1662,8,118,1,622.6502,0.0788,0.2420
525,8,176,3,816.2311,0.3873,0.1572
7517,10,198,7,633.3238,0.0985,0.1773
1720,9,122,4,1829.9094,0.3428,0.1076
7778,3,21,4,1014.8019,0.3965,0.0322
5214,2,144,7,1113.8401,0.3973,0.0269
8929,10,95,6,721.7588,0.2580,0.1595
3100,9,221,4,1158.6916,0.1932,0.2180
4166,8,170,1,548.8164,0.4345,0.0825
683,7,239,4,1559.3568,0.2569,0.0901
2609,7,21,7,1933.5520,0.2952,0.0956
3622,9,249,2,1251.1479,0.1587,0.0513
2284,3,216,5,97.1121,0.0324,0.0904
1758,6,153,4,1611.4272,0.4864,0.1639
4215,6,111,5,1021.7543,0.0484,0.1857
9072,9,204,4,573.6465,0.4501,0.0255
7557,8,5,5,1075.8185,0.2697,0.1987
8607,6,51,5,82.0641,0.4378,0.0054
3962,4,171,8,350.7525,0.3039,0.0530
192,8,34,5,119.7278,0.0499,0.1554
2070,7,144,9,1949.0831,0.0133,0.1492
5665,2,166,7,1118.1283,0.1495,0.1128
4497,6,136,2,103.5488,0.4442,0.1753
8932,8,241,3,374.8379,0.3106,0.0883
4307,3,12,5,1609.9870,0.3658,0.2480
8856,3,158,2,716.2418,0.3365,0.1031
5786,1,69,6,1332.0912,0.0845,0.0153
4250,2,8,1,1602.2567,0.0702,0.1392
3653,5,188,10,1905.9691,0.2178,0.0054
4778,9,129,9,915.3243,0.3152,0.1292
1460,2,161,2,1103.1488,0.2521,0.0909
8777,1,58,2,809.1966,0.1481,0.0705
3953,7,106,10,62.0065,0.4997,0.0792
3240,6,117,8,1492.2501,0.0575,0.0128
240,4,174,8,1227.7492,0.2416,0.2466
9405,8,126,2,878.1534,0.2589,0.2015
4175,7,248,5,1453.4888,0.4127,0.1581
3061,5,213,7,838.1796,0.2658,0.1282
2387,6,30,3,719.8954,0.3668,0.0364
9898,9,194,4,1788.1689,0.2237,0.1776
4629,6,93,3,782.2694,0.2361,0.2388
341,7,153,1,455.3105,0.1080,0.1905
1344,6,32,3,1902.6482,0.2144,0.1169
9368,6,222,4,1115.7787,0.2636,0.2051
5089,9,128,2,742.1879,0.1866,0.2376
6203,6,205,4,48.5104,0.2703,0.1723
9337,2,65,1,1275.0085,0.2901,0.1148
7278,9,196,8,1258.9956,0.1300,0.2229
753,3,128,10,1162.3765,0.2439,0.0894
2280,6,201,1,381.9160,0.4894,0.0967
824,10,123,9,1588.7975,0.0780,0.0478
7221,9,131,3,1667.1582,0.0073,0.1940
957,1,38,7,975.7878,0.2417,0.0525
2709,9,12,8,1712.8445,0.0629,0.0258
6290,2,214,2,840.2047,0.1354,0.0834
9771,5,166,5,1736.9450,0.0714,0.1201
6537,4,183,1,962.5908,0.1238,0.0104
253,8,226,9,24.5615,0.2668,0.0477
6651,4,131,10,1890.0678,0.0955,0.2310
3238,9,25023,8,1403.5842,0.2631,0.1338
963,9,20,6,1893.1372,0.4085,0.1289
3277,9,238,6,868.3793,0.2628,0.0568
8904,6,61,6,899.2176,0.4622,0.2438
7882,1,175,9,649.6425,0.4734,0.0996
7223,3,179,2,1635.1412,0.4045,0.1111
8438,7,199,9,673.6865,0.2767,0.1528
1818,9,205,10,1365.2353,0.4391,0.1337
6039,6,71,5,1013.0946,0.0562,0.0376
1306,1,82,6,309.3412,0.2066,0.1736
7112,7,232,1,1076.4185,0.1726,0.0623
1731,4,228,1,1533.5356,0.3312,0.0760
1825,9,125,10,508.2337,0.1964,0.0814
6314,5,54,10,671.9629,0.2514,0.1585
7757,4,35,8,1580.3144,0.1024,0.1611
5958,1,236,6,480.6153,0.4554,0.0799
9081,5,98,8,1861.2923,0.0497,0.0388
9129,3,74,5,1479.9752,0.3835,0.0631
2724,6,74,7,740.1325,0.3704,0.1251
6339,3,105,4,652.2179,0.3365,0.1895
5055,7,43,3,1509.9363,0.3258,0.1176
4554,2,42,6,1483.0887,0.2643,0.1891
7656,9,62,7,1603.8716,0.1544,0.2214
8413,7,94,3,880.0264,0.3418,0.2023
871,8,136,7,840.1465,0.4651,0.0546
7048,10,66,4,1341.8546,0.1879,0.1825
3965,2,45,2,1227.4257,0.0530,0.1138
3612,9,31,4,8.5166,0.1362,0.2279
2062,9,22,2,1088.6436,0.1110,0.2451
8162,4,178,6,776.9486,0.2018,0.2205
3982,3,140,4,855.5402,0.4103,0.0791
7593,1,164,7,501.1404,0.0015,0.1519
8467,2,172,10,1757.1776,0.1383,0.0602
6588,2,176,4,204.0536,0.4010,0.0889
5335,4,9,6,1979.0404,0.3345,0.0489
8718,2,43,7,928.3706,0.1732,0.1246
1029,6,9,6,85.0154,0.3454,0.2159
7911,9,2,2,1870.1464,0.2005,0.1202
312,8,91,3,1959.5229,0.3898,0.2471
5718,2,182,9,180.8046,0.1912,0.0908
2766,3,153,9,125.3444,0.0147,0.2292
3118,9,104,9,1406.2339,0.3075,0.0514
2355,3,191,10,414.6033,0.2705,0.1977
8848,5,37,3,1157.1095,0.3617,0.2379
3671,7,172,6,53.6611,0.4946,0.1720
7897,3,15,10,1840.8621,0.3613,0.0568
6017,6,70,6,509.9078,0.1890,0.2449
6096,4,62,7,1514.9765,0.0512,0.1477
5432,8,99,7,297.4471,0.4477,0.0948
822,4,250,9,1309.6234,0.2864,0.1871
5280,10,234,7,841.2690,0.3973,0.2247
7598,2,44,6,219.3763,0.4450,0.0719
3255,7,134,3,58.0648,0.3174,0.0617
3579,10,139,9,1864.3819,0.3251,0.2138
4632,9,192,1,615.0895,0.1058,0.1878
6597,1,235,10,111.9068,0.1978,0.2472
7444,2,132,5,822.1235,0.3874,0.1224
6075,3,69,10,1959.7781,0.3958,0.0790
6456,8,35,10,1710.8996,0.1006,0.2135
5234,9,49,6,935.0959,0.3480,0.1170
5983,10,200,3,465.4314,0.2185,0.1568
6991,4,55,2,1966.4321,0.1921,0.0521
4482,6,231,8,620.9384,0.4466,0.0646
5923,7,215,6,756.4639,0.2060,0.0774
3756,10,137,9,1433.4526,0.2106,0.1826
3681,4,128,3,1482.8446,0.4855,0.1523
3264,7,105,2,1513.2094,0.0318,0.1077
1765,1,59,5,16.6677,0.2075,0.0213
9619,8,249,6,1413.8765,0.4472,0.1892
6762,8,157,6,310.5997,0.1631,0.2017
5172,2,88,2,1988.1932,0.4471,0.1387
3593,7,185,6,1116.7435,0.1707,0.2216
298,4,36,5,1811.3546,0.3413,0.1680
8257,4,120,1,748.6611,0.3819,0.1096
2001,3,50,2,1041.5836,0.0443,0.0077
399,5,200,8,1729.2938,0.3355,0.1495
6098,3,218,6,362.2259,0.1768,0.0088
1739,8,249,8,470.7176,0.4924,0.0292
6884,6,90,3,17.7630,0.0722,0.1789
9938,7,242,5,775.6294,0.0166,0.2431
8779,1,139,5,501.8958,0.0042,0.0628
9838,5,106,3,975.5174,0.3601,0.1124
9785,6,217,6,49.3288,0.3288,0.0172
5759,7,171,8,1331.8602,0.3409,0.0611
3901,6,205,8,790.4595,0.0785,0.1447
1977,10,28,5,1790.4055,0.3434,0.2076
1143,8,226,10,216.0761,0.4216,0.0067
2202,1,207,3,204.4753,0.1630,0.0412
6211,1,136,8,465.3685,0.0407,0.1083
2578,7,63,2,743.3073,0.0808,0.0674
2744,2,64,10,1187.1376,0.1631,0.0475
3939,7,133,6,1387.0370,0.4188,0.1501
8133,10,233,1,1416.8762,0.0337,0.0116
4479,1,31,8,531.3110,0.4621,0.1822
1401,4,98,2,996.4384,0.3180,0.2217
110,7,6,8,1999.8893,0.1677,0.1672
39,10,11,10,819.1826,0.2819,0.0468
1876,8,207,6,1152.0962,0.3415,0.0345
5032,10,236,8,350.1427,0.3390,0.1825
5138,4,31,8,1749.8516,0.2206,0.1619
6332,9,219,8,270.5964,0.0355,0.1890
7744,7,30,9,219.5309,0.0822,0.0484
4750,5,66,2,1791.8404,0.3980,0.2172
1593,4,25628,4,428.2289,0.0560,0.0729
7241,8,90,7,1480.1684,0.2267,0.0142
3507,8,68,3,1486.8547,0.4109,0.0875
3171,6,4,5,1662.2149,0.3768,0.1461
4782,5,58,8,1194.2429,0.3012,0.0404
7264,4,162,2,396.9543,0.1481,0.1649
6544,6,85,6,1851.0377,0.4371,0.0518
2537,8,173,4,927.8463,0.4933,0.0386
9512,4,185,10,1076.1325,0.0348,0.2093
574,5,58,4,301.0074,0.0873,0.1583
7987,4,182,3,504.8521,0.0603,0.1719
1599,3,44,10,158.7494,0.0158,0.0960
3328,6,72,5,1667.4908,0.2275,0.1553
7028,7,220,7,95.8483,0.4037,0.0905
1837,9,49,2,686.7737,0.0122,0.0301
6867,3,223,6,1274.6008,0.1970,0.0796
9659,6,86,9,1049.8568,0.4785,0.2452
4614,2,146,3,301.1102,0.0939,0.2314
1455,8,141,1,1945.0535,0.4576,0.0573
6715,6,232,1,1895.4271,0.1182,0.1600
2518,4,213,4,1789.8074,0.0457,0.0257
4859,7,176,4,115.6090,0.4959,0.0525
1507,6,137,4,929.7488,0.4824,0.1101
7328,4,121,8,1440.1636,0.0492,0.2124
3424,5,10,8,1829.1232,0.2585,0.1369
2171,7,183,6,427.5484,0.0855,0.1802
6435,1,41,3,54.0071,0.3495,0.2489
4907,1,75,4,736.0487,0.3525,0.1420
9973,5,217,2,380.3944,0.0079,0.0315
2567,5,73,5,1582.3710,0.4883,0.1224
6730,10,38,3,727.6970,0.0936,0.0576
5574,2,110,1,353.5138,0.0411,0.2236
8068,9,72,2,279.7657,0.1876,0.2363
7789,7,146,3,914.2641,0.1032,0.1324
7489,9,42,4,877.7650,0.0238,0.0248
4538,5,32,7,327.2389,0.2086,0.2237
3087,6,159,10,1124.2085,0.2854,0.1699
8295,3,1,2,1433.1933,0.2810,0.1586
210,6,222,4,1852.5452,0.0345,0.1558
4459,3,38,5,1119.7878,0.0660,0.2268
9151,5,156,9,1642.0607,0.1652,0.0592
91,1,79,9,910.4314,0.3145,0.0530
1334,4,193,1,1373.7882,0.4962,0.1237
7012,3,53,5,625.3612,0.3809,0.1978
348,3,13,6,1211.4488,0.4946,0.1837
7388,3,17,2,313.9136,0.0235,0.1368
4961,4,102,10,358.8452,0.1840,0.1831
3383,6,88,2,970.8491,0.4168,0.0449
3870,3,54,6,1071.0040,0.4205,0.0730
9971,7,54,2,1726.3381,0.2790,0.0736
2340,1,183,8,1951.8881,0.4613,0.1738
9935,9,97,4,1540.3805,0.4337,0.0279
7631,4,16,3,1305.2293,0.2821,0.0389
5547,4,128,9,803.3882,0.1242,0.1109
4378,1,188,2,1284.3356,0.0710,0.1806
3307,6,69,6,1359.6831,0.2010,0.1022
3941,6,115,1,1067.6182,0.4896,0.1136
4248,2,212,8,312.5355,0.2563,0.0784
8117,7,51,10,1461.9504,0.3398,0.1774
5045,8,170,6,580.1653,0.4716,0.1236
3002,7,110,9,1541.1869,0.0591,0.1431
5878,1,237,4,33.1776,0.2895,0.0887
6132,4,4,4,497.3036,0.4403,0.1855
9796,2,151,1,814.4084,0.2426,0.1998
1261,10,51,6,1390.1465,0.2064,0.2403
1217,2,242,2,566.4645,0.0344,0.2252
5051,1,45,3,825.8729,0.2514,0.2431
5855,7,103,5,1715.1578,0.2302,0.0427
6341,7,71,2,1921.0241,0.3683,0.2492
8853,4,71,7,746.4909,0.1769,0.1142
7288,5,118,4,867.5539,0.1620,0.0517
9850,4,10,7,1111.2868,0.1237,0.0152
5710,7,37,4,832.8633,0.3004,0.1641
6206,8,203,3,647.2868,0.3460,0.0527
6460,5,13,10,1462.3884,0.1398,0.0268
7252,1,190,4,482.6532,0.1713,0.0696
6607,7,236,8,1729.3827,0.2761,0.2138
7434,1,199,1,1574.6005,0.1132,0.1699
726,9,40,8,192.7588,0.2268,0.0255
691,7,200,5,1401.6690,0.0173,0.0724
4421,8,39,2,726.2830,0.0383,0.1621
2044,9,92,8,1576.5598,0.3651,0.0823
7877,4,7,3,207.7513,0.2773,0.0661
8048,5,19,6,923.5588,0.0834,0.0360
2258,5,201,7,1237.3279,0.1616,0.0367
9552,7,113,2,790.8494,0.0160,0.1884
7995,7,56,10,1707.7766,0.3215,0.0941
2487,2,138,5,60.1312,0.0839,0.0471
6396,5,152,4,338.2093,0.1209,0.0428
4687,4,224,1,643.1619,0.2690,0.1240
7012,2,245,3,922.9981,0.3403,0.0828
6486,7,42,3,1304.1214,0.0955,0.2007
7884,6,70,2,712.5219,0.1739,0.2009
1799,6,219,10,60.2409,0.3544,0.1251
9441,7,160,9,5.5645,0.4502,0.0316
6115,3,97,8,1668.4866,0.2349,0.0394
6879,4,150,4,1938.5708,0.4260,0.1659
1617,7,56,2,859.8321,0.4731,0.0163
938,10,245,1,342.3390,0.3283,0.1894
5640,3,186,1,1638.1028,0.1395,0.1083
3808,5,174,2,1621.4870,0.2642,0.0213
9454,10,230,4,974.4729,0.2982,0.0937
5655,3,153,4,259.2699,0.3263,0.0519
4055,7,123,2,783.4539,0.3338,0.1874
2362,7,194,2,1246.0359,0.0302,0.0444
5440,1,200,10,1395.3839,0.1573,0.0574
6060,10,96,6,602.4226,0.2806,0.0083
6431,8,26,9,950.1910,0.1901,0.2042
139,5,58,8,1651.4922,0.1436,0.1384
3191,2,73,9,6.6014,0.1972,0.1974
5515,10,132,1,1019.0336,0.4563,0.0985
8673,7,184,9,1146.9454,0.0491,0.0438
8677,4,234,10,665.8806,0.3463,0.1630
9124,4,223,7,779.8248,0.4273,0.1084
6725,10,110,10,1735.1433,0.2245,0.0755
8039,2,32,7,57.1126,0.0593,0.2442
3247,8,72,7,521.4665,0.0705,0.2443
896,5,129,1,1612.5179,0.0528,0.1771
1129,6,1,5,1649.4588,0.0506,0.1874
4591,5,237,7,476.9373,0.0875,0.2112
9775,6,193,7,924.2582,0.0060,0.2497
6781,10,99,4,1835.0444,0.4394,0.1484
9718,7,146,9,762.1144,0.2724,0.2276
7142,10,56,8,1694.9566,0.0637,0.1293
3529,3,203,3,1228.5028,0.3125,0.0669
1723,10,23,5,1666.3423,0.2933,0.1719
6040,7,216,2,328.8903,0.3696,0.1858
8897,6,31,3,590.3849,0.2170,0.1381
2666,10,143,1,532.4617,0.4390,0.2132
8878,1,61,10,1110.5576,0.4026,0.0844
2108,3,197,6,1583.7707,0.4238,0.1262
5797,2,200,3,586.9860,0.4276,0.2094
8447,5,217,3,1168.7941,0.1340,0.0607
8881,1,55,6,1851.9693,0.0200,0.1495
1461,4,139,4,1134.3069,0.3251,0.0970
4899,10,171,2,1208.4856,0.1783,0.0351
1895,3,211,7,1598.1282,0.4695,0.1654
2222,10,143,1,1488.4610,0.3582,0.1020
6720,6,124,9,1519.4085,0.1606,0.0842
623,7,153,4,1653.8839,0.4811,0.2254
843,5,114,3,354.0468,0.2610,0.2388
8650,8,129,2,445.5574,0.3895,0.2151
5559,8,154,5,650.8527,0.2224,0.1056
9396,9,95,7,760.3527,0.0862,0.0051
5438,2,244,5,1580.4293,0.4503,0.0423
9893,9,219,2,1759.0639,0.0136,0.1865
2005,4,188,1,1149.1692,0.1975,0.1312
707,2,126,3,1073.5127,0.0579,0.0510
9912,8,218,6,889.6151,0.3636,0.0396
3629,4,23,2,1702.5031,0.3688,0.2179
7279,6,141,3,643.9915,0.1977,0.1612
2104,7,209,10,486.3752,0.2406,0.2086
414,1,55,6,750.6999,0.2246,0.2329
4739,7,14,10,485.6217,0.3480,0.1219
4444,2,224,3,1492.0191,0.3126,0.1109
5168,4,21,1,1608.9177,0.3787,0.1095
7050,9,211,5,88.2516,0.3310,0.2328
1675,9,71,8,212.7742,0.2453,0.2282
2137,10,172,9,1668.7993,0.1407,0.0598
751,6,227,6,1504.3410,0.2895,0.2290
9104,8,205,1,1963.3396,0.4673,0.1077
8868,7,175,5,108.6248,0.0426,0.0911
2156,5,4,9,1369.0655,0.4630,0.2094
3355,2,76,5,1592.9232,0.4636,0.2366
8855,2,114,7,1504.7862,0.4605,0.2016
7091,5,167,6,523.9380,0.2139,0.1094
1545,7,75,9,13.5614,0.2872,0.1030
1113,6,105,3,1738.7227,0.1489,0.1569
9540,6,109,4,1077.2700,0.0485,0.0611
3702,3,79,8,371.8182,0.2720,0.1840
2417,4,190,10,1797.1122,0.4505,0.0855
3685,8,88,3,1077.3481,0.1910,0.2290
1668,2,135,8,1718.5613,0.0765,0.0959
7663,9,74,2,939.4732,0.2610,0.2154
8731,1,246,4,414.1982,0.2798,0.1634
9912,3,21,4,93.2574,0.0494,0.1425
5335,3,100,8,909.9672,0.0476,0.0662
1433,6,53,6,318.2945,0.3281,0.0596
3623,5,236,9,1909.6689,0.3657,0.1358
5846,1,69,4,1187.0770,0.1746,0.0193
8050,3,151,10,213.1801,0.0277,0.1507
2447,7,15,9,1258.0199,0.4023,0.0296
6301,6,156,6,1371.7398,0.2967,0.0780
755,8,195,7,394.7576,0.1177,0.0317
7271,3,12,7,1390.3940,0.1052,0.2261
6309,3,17,3,1068.7879,0.3079,0.2283
8540,9,212,9,915.4682,0.3985,0.1894
2520,1,130,6,321.2845,0.4245,0.1340
8792,4,129,3,335.2119,0.4207,0.0110
7401,8,74,10,1822.4682,0.0442,0.1402
8357,9,62,9,1332.4060,0.2728,0.2011
6542,1,192,4,927.3288,0.2628,0.1188
4442,1,109,10,1886.7540,0.1652,0.2309
4031,10,245,3,1445.6255,0.3460,0.1058
4926,6,247,9,971.1084,0.3154,0.1728
2245,8,9,4,249.3426,0.1437,0.2393
13,2,51,2,478.4968,0.3762,0.2461
2501,10,170,7,1655.8219,0.0615,0.1963
1070,1,135,2,1274.8614,0.1800,0.2121
9056,3,45,2,585.8879,0.3739,0.1659
8754,3,217,3,1182.2259,0.0590,0.1329
1192,1,210,6,1823.4939,0.4032,0.1534
9221,2,181,1,1577.8212,0.2214,0.1494
6292,4,115,8,881.0590,0.1941,0.0023
8740,9,60,5,744.2904,0.1545,0.2157
6666,6,202,2,1136.1922,0.3928,0.0138
1715,3,20,2,144.9822,0.3712,0.1966
3483,4,122,4,528.0247,0.0495,0.1189
1473,4,20,2,802.6491,0.0586,0.0273
4359,1,29,6,1897.2197,0.4761,0.2104
8732,3,198,9,1323.8439,0.2660,0.1276
2933,5,84,6,1567.9298,0.3070,0.0339
8034,1,146,10,1710.4904,0.2106,0.1188
4305,3,193,4,1963.7880,0.2520,0.0976
9248,5,159,3,1231.3748,0.4691,0.0784
2811,10,152,5,1438.6989,0.0479,0.1485
2629,7,215,6,378.4419,0.4818,0.1179
6175,5,143,10,884.2933,0.2072,0.0064
2544,1,206,2,1942.0034,0.0937,0.0077
1027,7,60,3,779.2382,0.1484,0.1726
5142,3,30,2,1645.3264,0.4922,0.1620
6043,3,65,5,1327.1611,0.0689,0.2484
4780,1,70,10,88.6372,0.1318,0.2165
2717,8,15,9,384.5097,0.4319,0.0066
5409,10,78,7,434.0750,0.4184,0.1590
8589,1,78,7,454.7906,0.1030,0.0919
3348,7,174,6,394.9655,0.2279,0.0541
3341,1,38,8,1263.4555,0.3413,0.1547
741,7,248,5,1008.5294,0.1964,0.1857
7193,4,191,4,1294.3413,0.1993,0.1313
8091,9,43,6,394.1720,0.2388,0.0988
651,5,184,5,224.0497,0.3700,0.0380
4687,1,176,2,372.0084,0.3549,0.2153
6551,4,11,8,39.5112,0.3512,0.1699
603,4,105,5,783.8446,0.2289,0.1262
4533,4,103,6,1605.8094,0.0847,0.0726
5652,2,235,9,1609.4454,0.1002,0.1413
6767,10,180,9,83.9797,0.3079,0.2373
2797,3,61,1,1468.2981,0.1850,0.1267
7054,1,104,8,751.9385,0.0985,0.1528
5763,2,80,3,785.3885,0.2797,0.2343
4495,9,250,6,1364.6221,0.3123,0.0345
9103,6,102,10,140.2256,0.4252,0.0813
4233,1,113,5,997.8824,0.4461,0.0713
6117,8,190,1,686.7476,0.1771,0.2444
1148,8,161,4,1256.6737,0.2166,0.0489
5454,6,147,7,1711.5155,0.1868,0.1447
904,3,223,6,1430.0337,0.0595,0.1062
5226,5,88,6,916.3092,0.4893,0.1886
1603,8,86,8,689.3944,0.4574,0.0010
9568,4,232,1,108.0505,0.4306,0.0085
3446,2,101,8,797.8926,0.4438,0.1002
9998,8,150,7,1104.9103,0.2494,0.1679
8357,4,47,2,1166.5287,0.1701,0.0299
7102,2,216,3,497.1567,0.0445,0.2238
4360,4,188,8,490.3759,0.1587,0.1811
7068,7,74,8,1947.6184,0.4108,0.2308
6514,4,222,4,1615.2995,0.2965,0.0377
4778,9,31,4,906.9122,0.0942,0.0215
7369,4,194,6,1924.1519,0.1545,0.0875
2153,8,121,9,694.3146,0.2128,0.1783
8104,3,178,10,1729.3399,0.2302,0.0830
7834,4,43,1,1191.8000,0.3153,0.0089
7069,4,37,9,208.3030,0.4689,0.1236
1830,3,223,8,1575.8517,0.3119,0.1332
453,7,135,10,1494.2699,0.2899,0.2175
855,2,21,5,1894.2110,0.4287,0.0684
946,8,203,5,380.7632,0.0297,0.0224
9388,4,38,5,746.8725,0.1181,0.2386
6958,2,29,5,1882.5903,0.3322,0.1197
9271,3,166,8,1398.0721,0.3070,0.2219
7628,7,105,3,717.7968,0.4745,0.1034
6304,3,68,6,227.1793,0.3942,0.1025
9625,3,25285,4,947.4065,0.1903,0.2489
9474,5,203,10,1100.4560,0.4461,0.1892
6300,3,218,2,1514.1493,0.4835,0.0889
9026,9,7,9,514.0651,0.3664,0.1264
1337,1,28,2,1815.8189,0.3439,0.0390
3545,8,228,10,891.0319,0.1673,0.0046
5780,10,207,2,276.7876,0.1959,0.2471
566,3,7,3,1290.5300,0.4521,0.0527
3591,2,5,5,1500.2745,0.3718,0.1925
2473,5,94,3,908.3463,0.3326,0.0785
4883,4,24,2,1692.0575,0.4054,0.2487
9604,6,239,3,1771.3109,0.1780,0.1125
9255,10,162,6,112.6858,0.3813,0.1544
644,5,172,3,400.8164,0.2617,0.2235
1228,2,32,7,1237.4851,0.2675,0.1180
8620,5,56,4,843.3927,0.1754,0.1607
6155,8,45,6,553.0038,0.0324,0.1513
95,6,111,8,1286.2286,0.4546,0.1073
8887,8,20,5,1820.9717,0.3773,0.1720
8566,8,68,4,1148.9841,0.0092,0.1064
8048,9,77,9,1491.9756,0.0975,0.0367
1917,9,4,10,28.6797,0.1225,0.1521
3504,5,199,1,1022.4242,0.3497,0.1326
3031,6,4,2,860.3927,0.2544,0.0877
8538,8,128,3,916.8638,0.2734,0.2055
5080,6,123,3,125.4615,0.4263,0.1951
4230,3,222,2,638.6849,0.0498,0.1922
8915,10,224,4,1200.2785,0.3526,0.1841
4583,4,10,2,1311.8212,0.4791,0.0506
5018,9,229,9,1785.0277,0.4435,0.1751
1590,10,3,3,611.6781,0.0169,0.0389
1305,4,80,6,1902.5449,0.1710,0.0536
838,9,89,3,217.8430,0.1986,0.2252
2476,6,29,6,1015.2482,0.3319,0.1357
5251,6,119,10,191.0203,0.3331,0.1169
5939,2,29,5,1748.8494,0.4202,0.1828
1163,10,111,3,1836.7878,0.3025,0.1762
203,1,116,10,252.8711,0.2876,0.1267
4909,7,121,2,676.2779,0.0000,0.2138
6870,5,25597,4,1609.1436,0.0353,0.1975
1909,10,24,4,918.1514,0.4854,0.0112
191,2,72,6,1489.9512,0.2183,0.1174
6201,8,24,6,1380.8911,0.2240,0.1531
1363,9,47,10,1490.2899,0.1017,0.0586
7207,3,175,10,1458.9974,0.3685,0.0535
3120,5,127,9,64.1125,0.0477,0.1833
3255,9,31,10,539.4205,0.3170,0.0620
5095,10,169,2,279.9302,0.0849,0.1738
8776,4,123,3,506.0381,0.1488,0.1206
2728,9,99,8,1640.8925,0.0089,0.1953
7907,2,60,3,1148.8006,0.2710,0.0389
5823,6,51,9,454.7736,0.1864,0.1170
1252,8,51,8,466.8468,0.0632,0.0434
7264,10,2,3,1252.1234,0.0653,0.1307
9213,10,206,6,267.1946,0.1661,0.0816
8239,5,239,5,1066.3795,0.2885,0.1043
7737,4,172,10,1600.8764,0.0196,0.0703
1133,7,157,8,1562.3180,0.3007,0.0363
6032,9,195,9,1152.6568,0.4161,0.2077
3057,5,70,7,1793.5512,0.0850,0.2493
1488,9,190,8,1487.8008,0.0673,0.1424
4307,3,169,1,1058.7179,0.2454,0.1234
3563,5,175,5,80.9633,0.0071,0.1549
3940,6,56,9,783.3308,0.3761,0.1224
1764,9,137,1,80.3525,0.1325,0.0126
6141,6,102,1,1601.1150,0.0836,0.0316
2771,6,101,8,1945.7208,0.1005,0.0661
8968,1,4,5,628.5358,0.0060,0.0553
9300,7,174,10,704.4837,0.1632,0.0916
3536,2,88,6,675.6227,0.2217,0.1100
209,1,35,8,428.3626,0.0568,0.0758
1267,7,46,1,1355.4397,0.2851,0.2422
5034,10,231,6,727.6877,0.0078,0.0883
6268,10,142,8,136.2197,0.3808,0.2172
7071,2,151,6,993.4312,0.2223,0.2254
3508,6,234,5,1082.2280,0.3206,0.1768
2399,3,139,10,1714.1129,0.3219,0.1920
258,5,189,9,1044.5464,0.1900,0.1725
3266,3,102,6,308.5532,0.2674,0.0389
9276,9,76,3,677.5880,0.4730,0.0995
2860,4,121,1,880.9307,0.0957,0.1323
9628,8,111,6,726.4957,0.0149,0.2458
8558,3,58,3,1249.2852,0.1650,0.1876
3242,1,197,5,615.1353,0.4523,0.0062
6946,9,206,8,510.7312,0.2435,0.1542
5133,8,172,3,1042.0781,0.2543,0.0400
8259,9,1,1,1332.4268,0.0849,0.0122
2727,3,144,8,1812.6236,0.1216,0.0158
5732,5,22,9,1007.7769,0.2684,0.0567
3742,10,107,3,1340.6568,0.3222,0.0897
9229,4,236,5,408.5406,0.3779,0.0674
2392,10,191,4,1010.0283,0.0998,0.2208
3103,6,93,5,652.3253,0.2888,0.0095
4315,2,139,2,1428.5537,0.2331,0.2080
3799,9,193,6,1822.0453,0.2693,0.1754
671,6,237,4,1129.4982,0.1933,0.1988
6731,8,241,3,660.0336,0.4098,0.1403
5631,4,217,10,887.4101,0.1669,0.2024
4282,2,52,2,100.6559,0.2092,0.2456
2683,5,248,7,1659.5578,0.2241,0.1873
3353,7,237,8,1208.4267,0.4125,0.0355
4719,3,139,10,1872.6424,0.2821,0.0430
3359,7,103,8,903.0271,0.3340,0.0161
72,6,238,5,1502.2596,0.1761,0.0307
3537,3,80,2,907.0648,0.1019,0.1979
2503,9,111,10,490.4769,0.4608,0.1525
6353,10,117,7,1280.9698,0.4642,0.2162
2155,3,176,7,630.2957,0.1362,0.1746
5323,9,157,9,1993.0519,0.2268,0.2495
1810,9,166,1,876.6695,0.3880,0.2479
