sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2023-07-03T21:17:00Z,1888,SHELF-A0,33.31,47.9,3159
2024-08-03T23:14:00Z,1903,SHELF--Z9-,11.35,53.42,3264
2023-08-04T13:04:00Z,4196,SHELF-{Z]-0-0-}-,38.07,59.17,3788
2023-12-08T08:04:00Z,2889,SHELF-4]{]]]}[,30.82,75.76,3546
2024-11-28T05:23:00Z,4721,SHELF-]]A{{9,2.48,58.3,4116
2023-06-24T15:52:00Z,1830,SHELF-Z},22.82,66.17,2899
2023-03-07T22:07:00Z,4508,SHELF-}]9ZZ,19.71,34.97,3612
2024-02-27T17:17:00Z,3115,SHELF----,33.5,11.52,4077
2023-02-07T10:57:00Z,843,SHELF-4{[{44{-,11.47,84.86,2726
2024-10-21T06:51:00Z,2330,SHELF--{0A-[,43.15,71.02,3271
2024-03-11T16:32:00Z,4418,SHELF-}Z9-{Z4-[,38.89,84.92,2523
2023-10-11T12:52:00Z,4476,SHELF-}Z9-{Z4-[,-1.38,82.69,3964
2024-08-29T04:19:00Z,2124,SHELF--Z9-,11.72,67.66,3622
2023-10-12T20:15:00Z,1808,SHELF-{},36.66,24.43,3407
2024-12-01T15:00:00Z,1353,SHELF-Z9-]-4]Z-,-0.51,55.07,2652
2024-09-20T05:11:00Z,4572,SHELF----{,3.06,45.84,3010
2023-03-15T13:42:00Z,322,SHELF-A]{--,-0.69,150,3857
2024-09-11T18:26:00Z,3587,SHELF---0},25.96,68.09,3385
2023-03-31T20:57:00Z,2191,SHELF-4-}{],27.22,48.45,2950
2024-01-16T16:10:00Z,4807,SHELF-40]Z{,35.33,20.5,3954
2023-05-28T04:12:00Z,750,SHELF-A40-Z,14.65,48.39,3915
2023-03-26T16:15:00Z,1981,SHELF-49][A]]--Z,28.26,41.29,2884
2024-12-01T21:50:00Z,2036,SHELF--4,-4.38,68.33,3255
2024-01-29T22:30:00Z,3503,SHELF-A{]4}ZZ-0,29.66,25.35,2878
2024-01-04T04:37:00Z,4392,SHELF-{-},39.82,85.72,3121
2023-07-15T03:02:00Z,1869,SHELF-4-Z4}90A0,6.24,75.27,2627
2023-08-15T09:50:00Z,360,SHELF-Z][-A9,37.22,57.35,4157
2024-04-30T13:42:00Z,3324,SHELF-9Z,10.58,87.15,3798
2024-08-14T11:43:00Z,1690,SHELF-]9Z,40.8,18.62,4184
2023-12-17T08:54:00Z,3069,SHELF-{-Z9AA-}{[,21.54,41.03,3869
2024-02-13T20:35:00Z,3030,SHELF-99,19.45,61.18,4118
2023-09-08T16:44:00Z,155,SHELF-}]9ZZ,13.72,27.66,4058
2024-09-30T10:09:00Z,1735,SHELF-{44][9-9,37.09,68.26,3456
2023-05-26T20:48:00Z,466,SHELF-}Z9-{Z4-[,8.08,66.24,3850
2024-10-22T09:38:00Z,171,SHELF-Z,15.46,87.28,2671
2024-08-25T15:28:00Z,1302,SHELF-4--,-0.05,35.67,3500
2023-06-19T09:56:00Z,365,SHELF-A{]4}ZZ-0,38.14,47.18,3215
2024-12-08T09:47:00Z,550,SHELF-0,26.57,79.01,3330
2023-03-26T06:50:00Z,2219,SHELF--]-{,14.24,81.62,2583
2024-04-11T06:08:00Z,1713,SHELF-}]9ZZ,-4.56,80.36,3946
2023-02-07T05:41:00Z,4712,SHELF---]-9],25.8,41.29,2664
2023-05-17T13:01:00Z,3991,SHELF-0A4-AZ0,40.17,32.67,2957
2024-08-21T05:25:00Z,4025,SHELF-{-9A}][,17.53,60.93,2837
2023-03-25T05:41:00Z,4573,SHELF-4]{]]]}[,1.94,73.54,3808
2024-06-19T06:51:00Z,2521,SHELF--{},30.9,49.28,4049
2023-11-14T09:39:00Z,305,SHELF-Z{09,2.33,16.82,4124
2023-07-03T08:08:00Z,794,SHELF-},25.81,20.22,2673
2024-08-17T22:03:00Z,511,SHELF-}9-4,11.19,25.19,3762
2023-11-01T19:45:00Z,4489,SHELF----,30.38,29.2,3990
2023-02-28T14:06:00Z,4861,SHELF-{-9A}][,-3.26,89.25,3994
2023-09-17T23:55:00Z,4148,SHELF-A],13.39,13.7,3118
2024-03-21T16:07:00Z,1172,SHELF--{0A-[,7.78,19.9,3383
2024-08-21T16:26:00Z,2940,SHELF-Z,17.82,28.92,3905
2024-03-29T01:10:00Z,1875,SHELF-Z][-A9,28.09,84.62,3431
2024-06-30T11:01:00Z,249,SHELF-{-9A}][,16.45,20.11,2727
2024-08-26T14:40:00Z,1570,SHELF-99,3.39,82.93,4076
2024-01-27T00:31:00Z,874,SHELF-{044-9}--A,31.27,51.22,3515
2024-08-09T00:36:00Z,719,SHELF-{4}]}-,27.42,83.66,3338
2023-01-26T00:40:00Z,1016,SHELF-A-{[[[[-],12.21,43.85,3274
2024-07-19T17:23:00Z,4479,SHELF-{-9A}][,5.74,60.63,3249
2024-09-23T05:34:00Z,1456,SHELF-]]},4.76,64.94,3543
2024-10-27T00:23:00Z,425,SHELF-{-},14.26,13.29,4062
2024-06-27T23:28:00Z,1881,SHELF---]-9],28.34,31.05,3053
2024-11-14T22:56:00Z,1719,SHELF-]9Z,3.56,32.81,3851
2023-12-25T00:19:00Z,4339,SHELF-{44][9-9,32.79,74.84,2669
2023-04-06T04:21:00Z,3555,SHELF-4,4.63,33.48,3538
2023-09-18T23:18:00Z,4068,SHELF-4-}{],35.82,31.16,3080
2024-01-14T09:20:00Z,577,SHELF----,25.96,50.27,3766
2023-03-02T16:58:00Z,2935,SHELF-]-,8.47,76.57,3371
2024-09-24T00:27:00Z,3718,SHELF-}0{{[,-2.86,68.45,3436
2024-06-01T14:55:00Z,624,SHELF-[]49}}}[,-4.25,48.31,2561
2024-04-17T00:06:00Z,3964,SHELF-[},23.0,29.56,3902
2023-10-28T16:52:00Z,1956,SHELF--0-4,38.81,64.93,4004
2024-08-17T06:15:00Z,3854,SHELF-A-{[[[[-],35.07,19.98,3083
2024-02-09T17:48:00Z,2199,SHELF-[]49}}}[,31.91,63.1,3270
2023-05-21T18:36:00Z,3156,SHELF-9Z,11.88,37.76,2805
2024-06-25T22:12:00Z,2245,SHELF-0]900,31.19,39.52,4073
2024-03-19T21:25:00Z,2965,SHELF-4-}{],2.87,46.45,2867
2023-11-07T12:27:00Z,3863,SHELF-}]-A{44,3.47,52.53,2578
2023-11-18T02:48:00Z,4283,SHELF-{A{9{4A,13.45,55.16,2945
2023-06-13T11:24:00Z,4654,SHELF-A],31.82,32.55,3040
2024-04-21T19:31:00Z,3118,SHELF-A]{4A4{Z-,5.36,27.18,3385
2023-06-29T18:18:00Z,4660,SHELF-{A{9{4A,9.93,51.29,3405
2024-02-22T17:36:00Z,2467,SHELF-}Z9-{Z4-[,13.29,76.04,3729
2023-10-12T00:34:00Z,2915,SHELF-}Z9-{Z4-[,31.61,27.22,3065
2023-08-17T16:25:00Z,2990,SHELF-4-}{],20.21,88.16,3532
2023-06-02T07:04:00Z,3411,SHELF---0-4,35.73,54.6,2653
2024-12-03T21:06:00Z,4354,SHELF-4{ZA9-A4,29.49,78.73,3767
2024-11-02T05:25:00Z,3857,SHELF-9[}99,3.5,18.4,2797
2024-02-18T02:00:00Z,348,SHELF-49][A]]--Z,32.84,39.69,3948
2023-09-13T15:04:00Z,2771,SHELF--]-{,30.44,64.41,3342
2023-02-14T11:30:00Z,3578,SHELF-0]Z4-}4A},32.21,58.14,3463
2024-10-03T00:45:00Z,2779,SHELF-0,36.66,16.43,2782
2023-05-05T11:05:00Z,4802,SHELF-A40-Z,40.72,46.95,3315
2023-03-17T06:04:00Z,443,SHELF-4--,23.63,61.25,2694
2023-02-12T08:57:00Z,268,SHELF-4}]{],7.07,51.8,3468
2023-11-26T04:06:00Z,3183,SHELF-{044-9}--A,12.33,48.53,3106
2023-07-30T12:03:00Z,80,SHELF-A}-Z,11.61,65.94,3500
2023-10-10T13:49:00Z,1944,SHELF--0Z9]0-,15.5,60.12,2560
2024-02-04T12:51:00Z,4216,SHELF-9Z--Z-,18.66,85.25,3308
2023-07-29T04:56:00Z,1799,SHELF-}9-4,8.03,50.62,2937
2023-01-13T16:04:00Z,1415,SHELF-[[-{-[-{,29.2,54.2,3641
2024-02-04T13:55:00Z,114,SHELF-]A},39.19,32.47,3060
2024-01-11T22:08:00Z,4222,SHELF-Z9-]-4]Z-,34.24,13.56,4140
2024-09-19T00:58:00Z,603,SHELF-{{9-9,17.42,25.37,2907
2023-03-16T15:51:00Z,2584,SHELF-}[9{A-}]4,14.55,10.09,2827
2024-08-25T19:02:00Z,2332,SHELF-0A-4,20.67,57.45,2597
2024-11-27T04:03:00Z,1310,SHELF-9AZ-],35.31,67.32,3224
2024-03-06T05:13:00Z,1565,SHELF-A40-Z,40.72,61.45,2649
2023-06-17T00:18:00Z,2520,SHELF-4,20.09,68.5,2926
2024-10-02T23:57:00Z,616,SHELF-]-,34.06,52.87,4091
2024-07-12T08:41:00Z,3285,SHELF----{,-3.89,10.48,2573
2023-04-07T15:17:00Z,3549,SHELF-4,31.1,47.47,3857
2024-09-29T14:55:00Z,778,SHELF-9AZ-],30.53,44.54,3317
2024-09-10T07:36:00Z,3161,SHELF-[},4.35,11.86,4169
2024-03-08T20:23:00Z,1033,SHELF-49][A]]--Z,26.14,63.43,4130
2023-10-01T21:05:00Z,3272,SHELF-0]900,42.1,21.93,3163
2024-08-16T11:37:00Z,2194,SHELF-]9Z,-1.96,26.48,3877
2023-01-15T08:26:00Z,1405,SHELF--0-4,20.07,82.45,3394
2024-08-06T03:51:00Z,2360,SHELF---0-4,5.27,19.2,2611
2024-11-03T23:33:00Z,2826,SHELF-{Z]-0-0-}-,42.63,61.18,3159
2024-08-05T22:56:00Z,2154,SHELF-{Z]-0-0-}-,32.31,28.52,3821
2024-12-10T22:59:00Z,4285,SHELF-4,-3.48,72.23,3969
2024-02-27T08:20:00Z,4987,SHELF-0,3.83,14.08,2772
2024-01-28T05:34:00Z,4185,SHELF-{-9A}][,2.67,72.93,3000
2023-11-01T02:04:00Z,3199,SHELF-0]900,19.41,11.67,3856
2023-10-30T16:06:00Z,2107,SHELF-Z9-44,6.21,77.08,3778
2024-06-12T15:26:00Z,2378,SHELF-{44][9-9,-0.86,47.98,3069
2023-12-20T21:13:00Z,2232,SHELF-A-{[[[[-],43.71,51.7,3960
2023-05-11T04:17:00Z,834,SHELF-]]A{{9,41.15,39.87,3744
2023-07-23T11:07:00Z,91,SHELF-A{]4}ZZ-0,32.88,34.06,3584
2023-08-25T20:20:00Z,1698,SHELF-99,29.76,27.81,3438
2024-01-18T21:26:00Z,3521,SHELF--Z9-,8.66,76.24,3208
2024-08-01T04:34:00Z,3414,SHELF--]-{,40.52,67.44,3082
2023-08-23T16:05:00Z,4364,SHELF-Z{09,44.1,20.11,2682
2023-05-06T14:38:00Z,1845,SHELF-Z},33.05,72.46,4133
2023-11-27T20:14:00Z,4230,SHELF-{{9-9,21.85,76.07,2854
2023-11-21T20:01:00Z,2417,SHELF-}Z9-{Z4-[,7.09,56.48,2610
2024-03-13T01:27:00Z,4072,SHELF-{Z9}A[[}A,27.14,16.68,3486
2024-02-21T00:07:00Z,4434,SHELF-]{---,8.42,37.27,4116
2023-05-03T03:58:00Z,4508,SHELF-}Z9-{Z4-[,20.38,47.0,3229
2024-05-18T12:31:00Z,4635,SHELF-]9Z,18.38,21.18,3457
2024-04-18T02:05:00Z,2086,SHELF-Z9-44,42.88,10.76,2526
2024-01-07T22:49:00Z,3221,SHELF-]9Z,44.27,19.13,2864
2024-06-29T08:45:00Z,2311,SHELF-{Z9}A[[}A,10.14,20.3,3332
2024-11-26T22:51:00Z,1957,SHELF-0],33.22,34.48,2558
2024-06-22T08:17:00Z,3765,SHELF---]-9],0.22,24.17,3374
2023-12-25T22:17:00Z,4001,SHELF-}[9{A-}]4,4.28,80.06,3472
2024-10-19T19:27:00Z,2288,SHELF--0Z9]0-,33.02,37.54,3182
2023-01-31T22:27:00Z,2031,SHELF-Z},-0.43,42.78,4186
2024-04-16T10:11:00Z,1879,SHELF-]{---,-0.09,53.33,2967
2024-04-18T16:30:00Z,1595,SHELF-4{[{44{-,38.16,47.43,3099
2023-01-18T03:27:00Z,1907,SHELF-A]{--,-4.84,36.68,3393
2024-02-27T11:08:00Z,1497,SHELF---0},40.74,64.02,2692
2023-03-16T11:16:00Z,3608,SHELF---]-9],26.66,35.02,3004
2023-08-13T11:16:00Z,1958,SHELF--{0A-[,29.08,58.12,4062
2023-03-14T10:00:00Z,1544,SHELF-4,23.73,55.12,3109
2023-01-27T12:33:00Z,2218,SHELF--{0A-[,26.58,39.92,3077
2023-12-09T09:10:00Z,4011,SHELF-]A},31.28,17.37,2919
2023-09-18T18:58:00Z,2512,SHELF-Z},9.91,19.59,3114
2024-07-21T13:13:00Z,1699,SHELF-0,5.9,65.63,3451
2024-07-15T03:51:00Z,1498,SHELF-A]]{[A{-,7.89,49.18,3345
2023-01-16T22:30:00Z,384,SHELF-0A-4,32.58,45.27,2986
2024-04-16T00:48:00Z,3847,SHELF-]{---,11.31,37.19,3994
2023-02-26T03:39:00Z,2083,SHELF-}{9Z],0.79,77.24,4014
2023-03-16T19:44:00Z,4474,SHELF-0]900,37.78,59.19,4003
2023-06-05T18:18:00Z,369,SHELF-49][A]]--Z,40.43,19.06,3385
2024-08-30T19:59:00Z,2715,SHELF-4-}{],16.89,74.06,3475
2023-03-27T22:45:00Z,204,SHELF-Z9-44,-1.62,61.54,3050
2024-06-11T18:44:00Z,4423,SHELF-{044-9}--A,36.54,69.71,3208
2023-02-25T14:57:00Z,474,SHELF-4,34.6,45.68,2710
2024-02-27T12:59:00Z,2804,SHELF-9Z--Z-,16.29,45.58,2784
2024-08-25T09:57:00Z,2813,SHELF-{Z}-0A{--,40.4,23.8,2915
2023-03-20T05:28:00Z,4812,SHELF-9Z,9.87,15.64,3125
2023-09-23T15:44:00Z,3968,SHELF-},28.63,36.54,3771
2024-10-05T09:07:00Z,2204,SHELF-{-Z9AA-}{[,12.44,45.09,4163
2024-06-09T22:22:00Z,3691,SHELF-},40.24,68.96,3203
2023-04-25T19:37:00Z,3643,SHELF-]-,25.73,66.59,2577
2023-10-18T20:29:00Z,3221,SHELF--{},11.01,29.25,3164
2024-10-18T13:01:00Z,1043,SHELF-{-},20.2,86.8,3591
2023-07-12T22:39:00Z,4422,SHELF-00{[][-,11.45,10.34,2814
2024-05-30T12:51:00Z,4026,SHELF-A{]4}ZZ-0,27.53,24.81,2743
2023-04-30T18:45:00Z,838,SHELF-]-,34.38,74.76,3916
2023-12-13T20:52:00Z,2163,SHELF-0,3.94,56.44,2689
2023-01-16T02:08:00Z,1508,SHELF-0A-4,33.87,18.14,3730
2023-10-13T12:14:00Z,3141,SHELF-A}-Z,32.84,75.75,3538
2023-03-11T18:22:00Z,2516,SHELF-4]{]]]}[,-2.18,37.05,3932
2023-02-24T12:53:00Z,162,SHELF-A{]4}ZZ-0,12.45,32.88,4128
2024-08-16T09:10:00Z,1359,SHELF--0Z9]0-,31.01,55.45,3388
2023-11-03T10:36:00Z,1332,SHELF-}-Z-9{-}44,25.85,60.18,3950
2024-10-27T23:19:00Z,1883,SHELF-[},7.16,51.88,4083
2023-04-15T21:48:00Z,1122,SHELF-}]-A{44,43.36,87.16,4030
2024-09-23T18:59:00Z,356,SHELF-9},9.23,39.92,2792
2024-03-15T07:40:00Z,4744,SHELF-}[9{A-}]4,24.04,87.44,4121
2024-06-07T20:39:00Z,75,SHELF---0},30.27,79.66,3050
2023-03-05T16:08:00Z,1805,SHELF-0,44.07,89.81,2991
2023-07-11T16:01:00Z,2785,SHELF-0],40.02,85.41,3249
2023-02-02T09:27:00Z,3904,SHELF-A]{4A4{Z-,25.12,73.83,3345
2024-04-07T20:01:00Z,1180,SHELF-0]Z4-}4A},6.5,78.46,3689
2024-11-15T12:12:00Z,3908,SHELF-ZA[ZA-4A]-,20.04,44.87,3078
2023-03-02T23:48:00Z,87,SHELF--Z9-,9.22,78.03,3442
2024-02-06T16:45:00Z,4530,SHELF-A{]4}ZZ-0,0.68,68.21,3051
2024-10-17T01:23:00Z,4449,SHELF-[]4-9{-{,43.55,72.65,2860
2024-09-25T10:01:00Z,2283,SHELF-}[9{A-}]4,11.72,29.59,3693
2023-09-03T18:02:00Z,897,SHELF-9Z,22.56,87.85,3558
2023-04-07T03:56:00Z,2021,SHELF-ZA[ZA-4A]-,34.91,24.25,3799
2024-04-02T11:21:00Z,1157,SHELF-}]9ZZ,6.97,79.54,4002
2024-08-24T08:44:00Z,1042,SHELF-A]{--,22.02,21.21,3274
2024-03-10T19:45:00Z,2248,SHELF-4-}{],-4.04,82.32,3817
2023-04-19T23:21:00Z,1564,SHELF-0A4-AZ0,10.49,65.11,3540
2023-07-23T15:38:00Z,3041,SHELF----,-1.64,75.38,3875
2023-01-28T00:36:00Z,1623,SHELF-},30.81,69.85,2604
2024-03-29T13:48:00Z,4391,SHELF-A}-Z,22.22,31.5,3309
2023-01-15T01:46:00Z,1825,SHELF-0,20.68,200,3084
2024-12-14T10:43:00Z,4014,SHELF---0},25.91,43.77,3227
2024-10-19T18:43:00Z,4583,SHELF-{-Z9AA-}{[,-0.96,38.56,2845
2024-04-30T07:26:00Z,2770,SHELF-4,27.91,25.66,2572
2023-01-14T05:16:00Z,3210,SHELF-{-9A}][,12.03,200,3990
2024-09-22T10:34:00Z,2105,SHELF-4}]{],25.97,75.23,3441
2024-08-06T10:30:00Z,3296,SHELF-4-Z4}90A0,33.77,87.8,3537
2023-06-05T05:17:00Z,4997,SHELF-A]{4A4{Z-,-2.47,43.14,2600
2024-08-28T06:33:00Z,934,SHELF-4{ZA9-A4,9.87,62.4,3817
2024-06-04T07:03:00Z,2044,SHELF-}{9Z],36.02,34.6,2901
2023-05-01T09:11:00Z,4512,SHELF-4-Z4}90A0,40.37,27.53,2619
2024-02-09T17:11:00Z,3964,SHELF-9AZ-],37.1,83.28,3746
2023-05-06T17:54:00Z,4690,SHELF-[-,2.49,55.87,4031
2024-05-18T03:04:00Z,112,SHELF-40]Z{,36.38,33.81,3628
2023-09-20T11:29:00Z,3564,SHELF-4,10.67,15.48,3122
2023-03-05T15:04:00Z,87,SHELF-Z,25.47,23.62,3843
2023-05-17T18:21:00Z,3231,SHELF-4{[{44{-,20.54,24.13,3725
2024-08-30T17:51:00Z,1404,SHELF-{044-9}--A,2.08,41.27,3466
2023-01-14T18:07:00Z,4431,SHELF-4-}{],22.89,79.03,3077
2024-05-13T09:18:00Z,4604,SHELF-{-},30.12,86.88,3899
2023-08-02T03:55:00Z,1337,SHELF-A]]{[A{-,42.53,40.72,2851
2023-12-10T01:56:00Z,2336,SHELF-{-,5.35,81.0,2881
2023-11-20T15:59:00Z,2559,SHELF-0]900,40.49,30.26,3725
2023-08-16T10:34:00Z,879,SHELF-]}00ZZ-{Z,11.9,83.09,2677
2023-11-30T22:10:00Z,3556,SHELF-ZA,11.2,32.2,3860
2024-06-05T16:31:00Z,4881,SHELF-}]-A{44,17.47,49.31,2900
2024-01-19T13:53:00Z,4189,SHELF-A]{--,-0.86,74.39,3941
2024-09-22T04:03:00Z,4785,SHELF-Z9-44,34.74,66.12,3117
2024-10-28T08:08:00Z,665,SHELF-4-9{,-1.57,14.8,3799
2023-05-27T08:42:00Z,1636,SHELF-4{ZA9-A4,37.01,82.66,4190
2024-11-26T17:27:00Z,2570,SHELF-A]{4A4{Z-,42.51,62.95,3717
2024-06-05T04:42:00Z,3076,SHELF-ZA[ZA-4A]-,23.58,50.07,3201
2024-11-25T17:26:00Z,293,SHELF--]-Z-A900-,16.25,58.23,3363
2023-02-28T10:39:00Z,1571,SHELF-}[9{A-}]4,41.0,72.75,2503
2023-01-08T17:44:00Z,2385,SHELF--4,10.33,53.78,2858
2024-03-14T19:56:00Z,4247,SHELF-{{9-9,29.22,87.63,2935
2024-12-20T06:06:00Z,2592,SHELF-{[[-{-0A,29.56,22.58,3411
2023-07-04T22:00:00Z,3327,SHELF-00,17.14,64.69,4110
2024-12-07T11:15:00Z,1503,SHELF-Z9-44,-1.23,200,2523
2023-01-22T04:16:00Z,4123,SHELF--,9.13,20.26,3581
2024-01-28T07:36:00Z,402,SHELF-0,13.13,55.97,4017
2023-04-23T20:38:00Z,4703,SHELF-{-,11.48,72.27,3099
2024-06-26T19:07:00Z,3610,SHELF-00{[][-,-1.07,77.0,2634
2024-11-16T17:42:00Z,3893,SHELF-{Z]-0-0-}-,42.42,50.52,3042
2024-05-15T01:51:00Z,222,SHELF-Z9-44,24.61,48.5,2887
2023-11-25T15:35:00Z,3905,SHELF-{-9A}][,0.29,26.38,3146
2024-11-08T20:26:00Z,2712,SHELF-ZA,-0.02,50.23,4173
2024-09-08T16:22:00Z,470,SHELF-{[9-[0,16.67,31.99,2822
2024-03-03T20:33:00Z,1600,SHELF-}0{{[,36.56,25.35,2631
2024-12-19T07:30:00Z,285,SHELF-Z{09,6.92,80.69,3108
2024-09-01T05:55:00Z,3467,SHELF----,25.65,85.83,3038
2023-08-10T17:18:00Z,3475,SHELF-}{9Z],28.47,49.95,3371
2023-07-12T13:48:00Z,4622,SHELF-{Z9}A[[}A,14.24,17.0,3391
2023-05-18T16:41:00Z,1652,SHELF-{Z]-0-0-}-,29.44,69.96,2802
2023-08-25T04:30:00Z,4227,SHELF-{[9-[0,0.73,84.2,3654
2024-08-09T14:28:00Z,4367,SHELF--{},16.33,33.5,2814
2023-05-25T21:36:00Z,4718,SHELF-}{9Z],32.2,69.57,2648
2023-07-04T03:57:00Z,3627,SHELF-9{49}Z-4Z[,-1.3,79.24,3356
2023-11-29T21:00:00Z,2921,SHELF-0,40.06,18.37,3886
2024-10-23T16:54:00Z,3390,SHELF-}9-4,9.29,80.56,4142
2024-02-08T22:22:00Z,4194,SHELF-A-{[[[[-],-1.35,21.29,2752
2024-08-21T14:49:00Z,3169,SHELF-A-{[[[[-],-4.76,49.96,3796
2023-10-10T06:04:00Z,1,SHELF-00{[][-,19.64,61.96,3530
2023-04-03T06:48:00Z,1409,SHELF-}]-A{44,35.75,78.41,2576
2023-02-03T13:31:00Z,1635,SHELF---]-9],23.49,62.55,2521
2023-02-22T22:52:00Z,2577,SHELF-{Z]-0-0-}-,-1.7,47.38,3691
2023-11-08T16:21:00Z,3520,SHELF-00,22.4,29.34,3782
2023-05-10T06:09:00Z,4043,SHELF--4,23.51,78.1,3735
2024-08-23T11:56:00Z,1327,SHELF-Z9-44,36.93,81.59,3440
2023-12-10T18:21:00Z,168,SHELF-00,12.47,12.52,2793
2023-12-07T06:12:00Z,3219,SHELF--4,21.09,51.09,3698
2023-06-19T06:20:00Z,1306,SHELF-49][A]]--Z,6.19,52.95,2924
2023-03-06T15:00:00Z,3540,SHELF-{Z9}A[[}A,31.77,89.87,2940
2024-09-28T16:40:00Z,653,SHELF-[-,-2.52,72.64,3746
2023-01-07T02:53:00Z,2763,SHELF-49][A]]--Z,44.81,70.12,3763
2024-11-28T04:21:00Z,1283,SHELF-[[-{-[-{,-0.09,24.58,2729
2023-08-03T21:02:00Z,2323,SHELF--4,30.23,71.19,2975
2024-09-08T04:38:00Z,416,SHELF-Z9-44,15.84,61.86,3386
2024-08-19T06:18:00Z,4250,SHELF-[]4-9{-{,-2.43,75.78,4150
2023-04-22T11:18:00Z,3171,SHELF--{},15.3,33.85,3257
2023-06-29T16:12:00Z,144,SHELF-]]},8.29,84.99,3028
2024-05-03T22:30:00Z,141,SHELF-ZA[ZA-4A]-,6.67,37.07,3601
2024-07-14T13:04:00Z,3911,SHELF-]]},31.37,56.34,3829
2023-03-12T03:29:00Z,1608,SHELF-A-{[[[[-],-1.79,77.52,2795
2024-01-08T19:25:00Z,4281,SHELF-]9Z,33.42,29.06,2757
2023-05-03T07:26:00Z,2049,SHELF---]-9],9.17,38.97,3951
2023-03-10T03:52:00Z,223,SHELF-{044-9}--A,0.24,25.3,3617
2024-07-12T03:56:00Z,1138,SHELF-0],-1.78,27.05,2527
2024-12-06T03:46:00Z,1598,SHELF-9Z--Z-,41.5,35.21,4015
2023-12-08T15:06:00Z,3487,SHELF-4-Z4}90A0,7.7,88.61,3730
2024-04-08T22:58:00Z,2087,SHELF-[},29.81,77.8,3757
2024-06-11T03:23:00Z,3863,SHELF-A],8.15,88.7,3755
2024-05-02T19:18:00Z,2762,SHELF-0A4-AZ0,6.41,88.47,3427
2023-09-18T21:53:00Z,3046,SHELF----,11.2,61.0,3616
2023-09-16T15:59:00Z,911,SHELF-0,26.07,82.97,3328
2023-02-11T23:17:00Z,3912,SHELF---0},37.04,77.88,2503
2024-09-30T16:43:00Z,460,SHELF-}]-A{44,40.9,61.53,3130
2024-08-29T03:42:00Z,2489,SHELF-{-},12.27,24.2,3892
2023-01-02T02:12:00Z,181,SHELF-A{]4}ZZ-0,33.05,38.65,3371
2024-03-09T07:23:00Z,2911,SHELF-Z,12.39,14.82,3975
2023-12-30T02:54:00Z,4159,SHELF-99,7.17,61.5,3961
2024-08-16T03:30:00Z,955,SHELF--0Z9]0-,8.54,33.77,4051
2024-01-24T03:46:00Z,2869,SHELF-4,34.1,83.18,2784
2024-04-30T06:00:00Z,459,SHELF-4,-3.44,77.32,4180
2024-02-23T14:15:00Z,1813,SHELF-]{---,5.77,37.47,3966
2024-11-21T20:44:00Z,1176,SHELF-}9-4,33.58,13.58,3765
2023-02-24T01:24:00Z,2000,SHELF--{},26.99,42.88,3647
2024-11-03T13:19:00Z,4335,SHELF-A40-Z,-3.3,14.23,3858
2023-07-25T08:31:00Z,989,SHELF----{,1.64,43.24,4171
2024-05-25T00:12:00Z,3564,SHELF-9},41.56,21.8,3432
2023-08-31T03:53:00Z,3568,SHELF-0]900,40.72,56.14,3005
2024-04-01T23:50:00Z,2937,SHELF-9[}99,3.33,82.98,3280
2024-08-26T08:58:00Z,365,SHELF---0-4,42.14,72.38,4143
2023-05-28T03:12:00Z,4371,SHELF-49][A]]--Z,9.58,31.5,2755
2023-03-22T03:52:00Z,251,SHELF-9AZ-],24.28,30.62,3472
2023-09-08T12:03:00Z,4927,SHELF--]-Z-A900-,20.23,25.46,2721
2023-02-26T09:52:00Z,3359,SHELF-4{ZA9-A4,9.82,78.51,3531
2023-11-18T01:10:00Z,1409,SHELF-{Z}-0A{--,3.79,64.23,2869
2024-04-27T07:43:00Z,3908,SHELF--0-4,-2.9,12.69,3676
2023-04-21T23:07:00Z,2468,SHELF-A}-Z,-3.54,41.7,4004
2024-01-06T06:37:00Z,135,SHELF-{044-9}--A,-2.37,77.42,3097
2024-04-08T19:20:00Z,2170,SHELF-{-},-1.46,10.04,3102
2023-03-08T09:46:00Z,1493,SHELF--]-Z-A900-,19.86,74.48,4056
2023-09-13T00:16:00Z,3221,SHELF-A],22.03,19.89,3116
2024-07-13T00:44:00Z,1123,SHELF---0},4.73,25.74,2655
2023-06-01T08:53:00Z,104,SHELF-]A},34.24,12.21,3607
2024-02-03T21:05:00Z,1053,SHELF-[]49}}}[,28.57,65.33,3100
2024-07-31T15:33:00Z,2056,SHELF-}Z9-{Z4-[,23.25,12.29,3002
2023-06-18T05:04:00Z,4796,SHELF-]A},-2.79,64.82,3967
2024-01-26T14:37:00Z,3485,SHELF----{,1.5,39.48,2726
2024-03-05T03:52:00Z,4194,SHELF-{[[-{-0A,-1.19,62.27,3445
2023-07-10T20:45:00Z,329,SHELF-ZA,36.56,11.4,4198
2023-01-09T20:12:00Z,2322,SHELF-4-}{],25.38,57.52,3635
2024-05-14T05:33:00Z,4390,SHELF-]]A{{9,7.74,85.3,3001
2023-08-12T06:31:00Z,220,SHELF-{[9-[0,0.8,66.54,3373
2023-11-14T21:34:00Z,4759,SHELF-{44][9-9,25.64,87.58,3796
2024-03-13T11:49:00Z,4867,SHELF-]9Z,-4.35,26.57,3228
